"Equipment","MaintKind","StopStart","ReStart","StopHours","Manpower","Factory","Line","DeptCode"
"Slab Receiving Table","공정휴지","2025-04-22","2025-04-22","1","","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","공정휴지","2025-04-22","2025-04-22","1","","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","공정휴지","2025-04-22","2025-04-22","1","","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","공정휴지","2025-04-24","2025-04-24","12","","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","공정휴지","2025-04-24","2025-04-24","12","","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","공정휴지","2025-04-24","2025-04-24","12","","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","공정휴지","2025-04-26","2025-04-26","12","","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","공정휴지","2025-04-26","2025-04-26","12","","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","공정휴지","2025-04-26","2025-04-26","12","","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","공정휴지","2025-05-06","2025-05-06","1","","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","공정휴지","2025-05-06","2025-05-06","1","","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","공정휴지","2025-05-06","2025-05-06","1","","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","공정휴지","2025-05-15","2025-05-15","4","","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","공정휴지","2025-05-15","2025-05-15","4","","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","공정휴지","2025-05-15","2025-05-15","4","","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","공정휴지","2025-05-21","2025-05-21","7","","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","공정휴지","2025-05-21","2025-05-21","7","","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","공정휴지","2025-05-21","2025-05-21","7","","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","공정휴지","2025-06-02","2025-06-02","1","","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","공정휴지","2025-06-02","2025-06-02","1","","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","공정휴지","2025-06-02","2025-06-02","1","","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","공정휴지","2025-06-15","2025-06-15","1","","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","공정휴지","2025-06-15","2025-06-15","1","","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","공정휴지","2025-06-15","2025-06-15","1","","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","공정휴지","2025-06-18","2025-06-18","2","","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","공정휴지","2025-06-18","2025-06-18","2","","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","공정휴지","2025-06-18","2025-06-18","2","","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","공정휴지","2025-06-22","2025-06-22","11","","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","공정휴지","2025-06-22","2025-06-22","11","","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","공정휴지","2025-06-22","2025-06-22","11","","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","공정휴지","2025-06-24","2025-06-24","13","","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","공정휴지","2025-06-24","2025-06-24","13","","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","공정휴지","2025-06-24","2025-06-24","13","","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","공정휴지","2025-06-25","2025-06-25","8","","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","공정휴지","2025-06-25","2025-06-25","8","","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","공정휴지","2025-06-25","2025-06-25","8","","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","공정휴지","2025-06-26","2025-06-27","18","","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","공정휴지","2025-06-26","2025-06-27","18","","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","공정휴지","2025-06-26","2025-06-27","18","","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","공정휴지","2025-06-30","2025-06-30","1","","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","공정휴지","2025-06-30","2025-06-30","1","","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","공정휴지","2025-06-30","2025-06-30","1","","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","공정휴지","2025-07-14","2025-07-14","1","","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","공정휴지","2025-07-14","2025-07-14","1","","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","공정휴지","2025-07-14","2025-07-14","1","","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","공정휴지","2025-07-25","2025-07-25","9","","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","공정휴지","2025-07-25","2025-07-25","9","","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","공정휴지","2025-07-25","2025-07-25","9","","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","공정휴지","2025-07-26","2025-07-26","7","","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","공정휴지","2025-07-26","2025-07-26","7","","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","공정휴지","2025-07-26","2025-07-26","7","","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","공정휴지","2025-08-01","2025-08-01","8","","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","공정휴지","2025-08-01","2025-08-01","8","","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","공정휴지","2025-08-01","2025-08-01","8","","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","공정휴지","2025-08-02","2025-08-02","6","","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","공정휴지","2025-08-02","2025-08-02","6","","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","공정휴지","2025-08-02","2025-08-02","6","","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","공정휴지","2025-08-03","2025-08-03","6","","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","공정휴지","2025-08-03","2025-08-03","6","","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","공정휴지","2025-08-03","2025-08-03","6","","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","공정휴지","2025-08-04","2025-08-04","5","","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","공정휴지","2025-08-04","2025-08-04","5","","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","공정휴지","2025-08-04","2025-08-04","5","","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","공정휴지","2025-08-12","2025-08-12","1","","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","공정휴지","2025-08-12","2025-08-12","1","","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","공정휴지","2025-08-12","2025-08-12","1","","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","공정휴지","2025-08-23","2025-08-23","9","","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","공정휴지","2025-08-23","2025-08-23","9","","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","공정휴지","2025-08-23","2025-08-23","9","","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","공정휴지","2025-08-26","2025-08-26","1","","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","공정휴지","2025-08-26","2025-08-26","1","","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","공정휴지","2025-08-26","2025-08-26","1","","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","공정휴지","2025-09-03","2025-09-04","24","","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","공정휴지","2025-09-03","2025-09-04","24","","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","공정휴지","2025-09-03","2025-09-04","24","","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","공정휴지","2025-09-04","2025-09-04","14","","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","공정휴지","2025-09-04","2025-09-04","14","","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","공정휴지","2025-09-04","2025-09-04","14","","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","공정휴지","2025-09-05","2025-09-05","8","","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","공정휴지","2025-09-05","2025-09-05","8","","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","공정휴지","2025-09-05","2025-09-05","8","","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","공정휴지","2025-09-06","2025-09-06","11","","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","공정휴지","2025-09-06","2025-09-06","11","","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","공정휴지","2025-09-06","2025-09-06","11","","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","공정휴지","2025-09-07","2025-09-07","1","","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","공정휴지","2025-09-07","2025-09-07","1","","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","공정휴지","2025-09-07","2025-09-07","1","","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","공정휴지","2025-09-09","2025-09-09","1","","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","공정휴지","2025-09-09","2025-09-09","1","","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","공정휴지","2025-09-09","2025-09-09","1","","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","공정휴지","2025-09-19","2025-09-19","1","","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","공정휴지","2025-09-19","2025-09-19","1","","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","공정휴지","2025-09-19","2025-09-19","1","","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","공정휴지","2025-09-25","2025-09-25","6","","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","공정휴지","2025-09-25","2025-09-25","6","","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","공정휴지","2025-09-25","2025-09-25","6","","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","공정휴지","2025-09-28","2025-09-28","8","","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","공정휴지","2025-09-28","2025-09-28","8","","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","공정휴지","2025-09-28","2025-09-28","8","","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","공정휴지","2025-10-03","2025-10-03","3","","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","공정휴지","2025-10-03","2025-10-03","3","","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","공정휴지","2025-10-03","2025-10-03","3","","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","공정휴지","2025-10-09","2025-10-09","1","","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","공정휴지","2025-10-09","2025-10-09","1","","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","공정휴지","2025-10-09","2025-10-09","1","","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","공정휴지","2025-10-11","2025-10-11","1","","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","공정휴지","2025-10-11","2025-10-11","1","","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","공정휴지","2025-10-11","2025-10-11","1","","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","공정휴지","2025-10-12","2025-10-12","1","","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","공정휴지","2025-10-12","2025-10-12","1","","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","공정휴지","2025-10-12","2025-10-12","1","","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","공정휴지","2025-11-01","2025-11-01","1","","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","공정휴지","2025-11-01","2025-11-01","1","","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","공정휴지","2025-11-01","2025-11-01","1","","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","공정휴지","2025-11-05","2025-11-05","1","","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","공정휴지","2025-11-05","2025-11-05","1","","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","공정휴지","2025-11-05","2025-11-05","1","","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","공정휴지","2025-11-10","2025-11-10","5","","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","공정휴지","2025-11-10","2025-11-10","5","","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","공정휴지","2025-11-10","2025-11-10","5","","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","공정휴지","2025-11-12","2025-11-12","11","","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","공정휴지","2025-11-12","2025-11-12","11","","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","공정휴지","2025-11-12","2025-11-12","11","","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","공정휴지","2025-11-14","2025-11-15","18","","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","공정휴지","2025-11-14","2025-11-15","18","","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","공정휴지","2025-11-14","2025-11-15","18","","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","공정휴지","2025-11-19","2025-11-19","14","","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","공정휴지","2025-11-19","2025-11-19","14","","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","공정휴지","2025-11-19","2025-11-19","14","","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","공정휴지","2025-11-27","2025-11-27","15","","2열연","슬래브 입고라인","SEO26FF"
"Slab Identification System","공정휴지","2025-11-27","2025-11-27","15","","2열연","슬래브 입고라인","SEO26FF"
"Slab Storage Rack","공정휴지","2025-11-27","2025-11-27","15","","2열연","슬래브 야드라인","SEO26FF"
"Slab Receiving Table","공정휴지","2025-11-28","2025-11-28","1","","2열연","슬래브 입고라인","SEO26FF"
